[0000007006ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000002c0
[0000007052ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000002c1
[0000007080ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000002c0
[0000007096ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000002c1
[0000007108ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000002d
[0000007126ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000007140ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000002d0
[0000007170ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000002d0
[0000007202ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000002d1
[0000007236ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000002d0
[0000007256ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000002d1
[0000007268ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000002e
[0000007284ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000007298ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000002e0
[0000007332ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000002e0
[0000007368ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000002e1
[0000007394ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000002e0
[0000007408ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000002e1
[0000007420ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000002f
[0000007434ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000007450ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000002f0
[0000007478ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000002f0
[0000007512ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000002f1
[0000007534ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000002f0
[0000007546ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000002f1
[0000007564ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000030
[0000007584ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000007598ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000300
[0000007626ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000300
[0000007672ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000301
[0000007696ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000300
[0000007714ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000301
[0000007732ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000031
[0000007746ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000007766ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000310
[0000007794ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000310
[0000007838ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000311
[0000007860ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000310
[0000007874ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000311
[0000007890ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000032
[0000007904ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000007934ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000320
[0000007968ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000320
[0000008012ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000321
[0000008040ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000320
[0000008054ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000321
[0000008068ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000033
[0000008082ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000008096ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000330
[0000008126ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000330
[0000008164ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000331
[0000008190ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000330
[0000008208ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000331
[0000008224ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000034
[0000008238ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000008252ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000340
[0000008278ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000340
[0000008316ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000341
[0000008338ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000340
[0000008362ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000341
[0000008382ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000035
[0000008396ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000008414ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000350
[0000008442ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000350
[0000008476ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000351
[0000008502ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000350
[0000008522ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000351
[0000008536ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000036
[0000008550ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000008566ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000360
[0000008596ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000360
[0000008644ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000361
[0000008670ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000360
[0000008684ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000361
[0000008698ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000037
[0000008720ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000008734ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000370
[0000008760ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000370
[0000008794ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000371
[0000008818ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000370
[0000008830ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000371
[0000008844ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000038
[0000008868ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000008886ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000380
[0000008916ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000380
[0000008948ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000381
[0000008972ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000380
[0000008988ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000381
[0000009002ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000039
[0000009018ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000009032ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000390
[0000009068ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000390
[0000009120ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000391
[0000009146ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000390
[0000009160ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000391
[0000009180ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000003a
[0000009194ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000009206ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000003a0
[0000009232ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000003a0
[0000009270ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000003a1
[0000009304ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000003a0
[0000009318ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000003a1
[0000009334ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000003b
[0000009346ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000009358ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000003b0
[0000009402ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000003b0
[0000009438ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000003b1
[0000009468ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000003b0
[0000009480ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000003b1
[0000009494ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000003c
[0000009512ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000009528ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000003c0
[0000009558ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000003c0
[0000009596ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000003c1
[0000009622ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000003c0
[0000009636ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000003c1
[0000009648ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000003d
[0000009672ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000009692ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000003d0
[0000009720ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000003d0
[0000009766ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000003d1
[0000009788ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000003d0
[0000009800ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000003d1
[0000009818ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000003e
[0000009832ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000009846ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000003e0
[0000009878ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000003e0
[0000009920ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000003e1
[0000009944ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000003e0
[0000009960ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000003e1
[0000009972ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000003f
[0000009988ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000

==============  DUT Regs  ==============
r0(r 0): 0x00000000 ra(r 1): 0x00000000 tp(r 2): 0x00000000 sp(r 3): 0x00000000 
a0(r 4): 0x00000000 a1(r 5): 0x00000000 a2(r 6): 0x00000000 a3(r 7): 0x00000000 
a4(r 8): 0x00000000 a5(r 9): 0x00000000 a6(r10): 0x00000000 a7(r11): 0x00000000 
t0(r12): 0x0000003f t1(r13): 0x000003e0 t2(r14): 0x00000100 t3(r15): 0x00000000 
t4(r16): 0x00000000 t5(r17): 0x00000000 t6(r18): 0x00000000 t7(r19): 0x00000000 
t8(r20): 0x00000000  x(r21): 0x00000000 fp(r22): 0x00000000 s0(r23): 0x00000000 
s1(r24): 0x00000000 s2(r25): 0x00000000 s3(r26): 0x00000000 s4(r27): 0x00000000 
s5(r28): 0x00000000 s6(r29): 0x00000000 s7(r30): 0x00000000 s8(r31): 0x00000000 
pc: 0x1c000028
CRMD: 0x00000008,    PRMD: 0x00000000,   EUEN: 0x00000000
ECFG: 0x00000000,   ESTAT: 0x00000000,    ERA: 0x00000000
BADV: 0x00000000,  EENTRY: 0x00000000, LLBCTL: 0x00000000
cpu.ll_bit: 0
INDEX: 0x00000000, TLBEHI: 0x00000000, TLBELO0: 0x00000000, TLBELO1: 0x00000000
ASID: 0x000a0000, TLBRENTRY: 0x00000000, DMW0: 0x00000000, DMW1: 0x00000000
*******************************************************************************
