[0000002508ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000000f0
[0000002520ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000000f1
[0000002538ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000010
[0000002550ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000002566ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000100
[0000002608ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000100
[0000002646ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000101
[0000002672ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000100
[0000002688ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000101
[0000002702ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000011
[0000002718ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000002732ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000110
[0000002760ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000110
[0000002798ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000111
[0000002822ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000110
[0000002834ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000111
[0000002854ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000012
[0000002868ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000002886ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000120
[0000002914ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000120
[0000002952ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000121
[0000002976ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000120
[0000002992ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000121
[0000003008ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000013
[0000003024ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000003036ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000130
[0000003060ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000130
[0000003104ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000131
[0000003126ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000130
[0000003146ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000131
[0000003168ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000014
[0000003184ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000003200ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000140
[0000003224ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000140
[0000003256ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000141
[0000003282ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000140
[0000003300ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000141
[0000003322ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000015
[0000003336ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000003350ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000150
[0000003374ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000150
[0000003410ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000151
[0000003432ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000150
[0000003452ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000151
[0000003472ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000016
[0000003486ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000003498ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000160
[0000003532ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000160
[0000003572ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000161
[0000003598ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000160
[0000003614ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000161
[0000003630ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000017
[0000003646ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000003660ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000170
[0000003682ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000170
[0000003724ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000171
[0000003750ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000170
[0000003762ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000171
[0000003774ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000018
[0000003792ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000003804ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000180
[0000003832ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000180
[0000003870ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000181
[0000003894ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000180
[0000003916ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000181
[0000003934ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000019
[0000003954ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000003968ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000190
[0000003996ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000190
[0000004038ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000191
[0000004062ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000190
[0000004080ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000191
[0000004098ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000001a
[0000004112ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000004128ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000001a0
[0000004160ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000001a0
[0000004192ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000001a1
[0000004214ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000001a0
[0000004234ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000001a1
[0000004246ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000001b
[0000004260ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000004276ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000001b0
[0000004306ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000001b0
[0000004350ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000001b1
[0000004376ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000001b0
[0000004398ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000001b1
[0000004414ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000001c
[0000004430ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000004448ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000001c0
[0000004484ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000001c0
[0000004526ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000001c1
[0000004554ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000001c0
[0000004572ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000001c1
[0000004588ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000001d
[0000004600ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000004618ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000001d0
[0000004642ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000001d0
[0000004676ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000001d1
[0000004712ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000001d0
[0000004726ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000001d1
[0000004748ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000001e
[0000004760ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000004776ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000001e0
[0000004800ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000001e0
[0000004842ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000001e1
[0000004868ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000001e0
[0000004882ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000001e1
[0000004894ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000001f
[0000004912ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000004930ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000001f0
[0000004958ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000001f0
[0000005000ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000001f1
[0000005024ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000001f0
[0000005040ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000001f1
[0000005052ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000020
[0000005068ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000005080ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000200
[0000005114ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000200
[0000005150ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000201
[0000005180ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000200
[0000005192ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000201
[0000005210ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000021
[0000005226ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000005246ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000210
[0000005270ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000210
[0000005310ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000211
[0000005340ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000210
[0000005352ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000211
[0000005368ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000022
[0000005386ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000005398ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000220
[0000005438ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000220
[0000005478ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000221
[0000005500ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000220
[0000005512ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000221
[0000005530ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000023
[0000005546ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000005562ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000230
[0000005590ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000230
[0000005632ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000231
[0000005660ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000230
[0000005678ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000231
[0000005694ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000024
[0000005708ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000005720ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000240
[0000005748ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000240
[0000005786ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000241
[0000005808ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000240
[0000005822ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000241
[0000005836ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000025
[0000005852ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000005864ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000250
[0000005894ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000250
[0000005930ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000251
[0000005952ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000250
[0000005964ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000251
[0000005976ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000026
[0000005994ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000006006ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000260
[0000006056ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000260
[0000006104ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000261
[0000006130ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000260
[0000006152ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000261
[0000006166ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000027
[0000006178ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000006190ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000270
[0000006220ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000270
[0000006260ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000271
[0000006282ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000270
[0000006294ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000271
[0000006308ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000028
[0000006322ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000006338ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000280
[0000006370ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000280
[0000006410ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000281
[0000006440ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000280
[0000006454ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000281
[0000006470ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 00000029
[0000006486ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000006498ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 00000290
[0000006534ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 00000290
[0000006576ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 00000291
[0000006598ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 00000290
[0000006610ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 00000291
[0000006628ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000002a
[0000006642ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000006656ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000002a0
[0000006700ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000002a0
[0000006738ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000002a1
[0000006764ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000002a0
[0000006780ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000002a1
[0000006792ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000002b
[0000006816ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000006832ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000002b0
[0000006862ns] mycpu : pc = 1c000014, inst = 060001a0, reg = 00, val = 000002b0
[0000006896ns] mycpu : pc = 1c000018, inst = 060005a0, reg = 00, val = 000002b1
[0000006920ns] mycpu : pc = 1c00001c, inst = 060001a1, reg = 00, val = 000002b0
[0000006932ns] mycpu : pc = 1c000020, inst = 060005a1, reg = 00, val = 000002b1
[0000006948ns] mycpu : pc = 1c000024, inst = 0280058c, reg = 12, val = 0000002c
[0000006964ns] mycpu : pc = 1c000028, inst = 5fffe98e, reg = 00, val = 00000000
[0000006978ns] mycpu : pc = 1c000010, inst = 0040918d, reg = 13, val = 000002c0
